catalogue_release,observable_id,measurement_id,object_id,observable_name,value,err_plus,err_minus,censoring,unit,uncertainty_kind,source_location
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__log_lambda_l3000,XQR30-VDES-J0224-4711_mazzucchelli23,,log_lambda_l3000,46.82,0.06,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-VDES-J0224-4711_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.29,0.04,0.05,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0224-4711_mazzucchelli23__edd_ratio_civ,XQR30-VDES-J0224-4711_mazzucchelli23,,edd_ratio_civ,1.36,0.23,0.23,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J060-24_mazzucchelli23,,fwhm_civ_reported,4522.0,625.0,625.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__fwhm_mgii,XQR30-PSO-J060-24_mazzucchelli23,,fwhm_mgii,3270.0,249.0,249.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__civ_blueshift,XQR30-PSO-J060-24_mazzucchelli23,,civ_blueshift,633.0,323.0,323.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J060-24_mazzucchelli23,,log_lambda_l1350,46.58,0.04,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J060-24_mazzucchelli23,,log_lambda_l3000,46.59,0.08,0.1,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J060-24_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.5,0.31,0.31,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J060-24_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J060-24_mazzucchelli23,,edd_ratio_civ,0.48,0.52,0.52,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__fwhm_civ_reported,XQR30-VDES-J0408-5632_mazzucchelli23,,fwhm_civ_reported,6943.0,355.0,355.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__fwhm_mgii,XQR30-VDES-J0408-5632_mazzucchelli23,,fwhm_mgii,4057.0,323.0,323.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__civ_blueshift,XQR30-VDES-J0408-5632_mazzucchelli23,,civ_blueshift,2411.0,155.0,155.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__log_lambda_l1350,XQR30-VDES-J0408-5632_mazzucchelli23,,log_lambda_l1350,46.55,0.03,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__log_lambda_l3000,XQR30-VDES-J0408-5632_mazzucchelli23,,log_lambda_l3000,46.48,0.08,0.1,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-VDES-J0408-5632_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.33,0.07,0.08,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-VDES-J0408-5632_mazzucchelli23__edd_ratio_civ,XQR30-VDES-J0408-5632_mazzucchelli23,,edd_ratio_civ,0.55,0.15,0.15,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J065-26_mazzucchelli23,,fwhm_civ_reported,8866.0,2638.0,2638.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__fwhm_mgii,XQR30-PSO-J065-26_mazzucchelli23,,fwhm_mgii,4878.0,836.0,836.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__civ_blueshift,XQR30-PSO-J065-26_mazzucchelli23,,civ_blueshift,3895.0,1503.0,1503.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J065-26_mazzucchelli23,,log_lambda_l1350,46.83,0.01,0.01,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J065-26_mazzucchelli23,,log_lambda_l3000,46.64,0.04,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J065-26_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.41,0.3,1.6,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-26_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J065-26_mazzucchelli23,,edd_ratio_civ,0.67,0.66,0.66,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J065-01_mazzucchelli23,,fwhm_civ_reported,2389.0,878.0,878.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__fwhm_mgii,XQR30-PSO-J065-01_mazzucchelli23,,fwhm_mgii,5569.0,849.0,849.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__civ_blueshift,XQR30-PSO-J065-01_mazzucchelli23,,civ_blueshift,2682.0,368.0,368.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J065-01_mazzucchelli23,,log_lambda_l1350,46.4,0.05,0.05,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J065-01_mazzucchelli23,,log_lambda_l3000,46.49,0.08,0.1,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J065-01_mazzucchelli23,,log_mbh_civ_coatman_corrected,8.27,0.25,0.67,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J065-01_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J065-01_mazzucchelli23,,edd_ratio_civ,6.63,5.37,5.37,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J089-15_mazzucchelli23,,fwhm_civ_reported,3345.0,707.0,707.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__fwhm_mgii,XQR30-PSO-J089-15_mazzucchelli23,,fwhm_mgii,4365.0,425.0,425.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__civ_blueshift,XQR30-PSO-J089-15_mazzucchelli23,,civ_blueshift,1385.0,164.0,164.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J089-15_mazzucchelli23,,log_lambda_l1350,46.6,0.04,0.05,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J089-15_mazzucchelli23,,log_lambda_l3000,46.86,0.05,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J089-15_mazzucchelli23,,log_mbh_civ_coatman_corrected,8.99,0.17,0.29,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J089-15_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J089-15_mazzucchelli23,,edd_ratio_civ,2.94,1.48,1.48,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J108-08_mazzucchelli23,,fwhm_civ_reported,8164.0,628.0,628.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__fwhm_mgii,XQR30-PSO-J108-08_mazzucchelli23,,fwhm_mgii,4247.0,346.0,346.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__civ_blueshift,XQR30-PSO-J108-08_mazzucchelli23,,civ_blueshift,3109.0,281.0,281.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J108-08_mazzucchelli23,,log_lambda_l1350,46.84,0.04,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J108-08_mazzucchelli23,,log_lambda_l3000,46.75,0.1,0.13,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J108-08_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.48,0.09,0.12,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J108-08_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J108-08_mazzucchelli23,,edd_ratio_civ,0.74,0.26,0.26,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__fwhm_civ_reported,XQR30-SDSS-J0842-1218_mazzucchelli23,,fwhm_civ_reported,6041.0,270.0,270.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__fwhm_mgii,XQR30-SDSS-J0842-1218_mazzucchelli23,,fwhm_mgii,3854.0,337.0,337.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__civ_blueshift,XQR30-SDSS-J0842-1218_mazzucchelli23,,civ_blueshift,2078.0,37.0,37.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__log_lambda_l1350,XQR30-SDSS-J0842-1218_mazzucchelli23,,log_lambda_l1350,46.58,0.02,0.02,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__log_lambda_l3000,XQR30-SDSS-J0842-1218_mazzucchelli23,,log_lambda_l3000,46.54,0.05,0.05,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-SDSS-J0842-1218_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.3,0.04,0.05,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-SDSS-J0842-1218_mazzucchelli23__edd_ratio_civ,XQR30-SDSS-J0842-1218_mazzucchelli23,,edd_ratio_civ,0.68,0.11,0.11,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__fwhm_civ_reported,XQR30-DELS-J0923-0402_mazzucchelli23,,fwhm_civ_reported,5940.0,327.0,327.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__fwhm_mgii,XQR30-DELS-J0923-0402_mazzucchelli23,,fwhm_mgii,3793.0,799.0,799.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__civ_blueshift,XQR30-DELS-J0923-0402_mazzucchelli23,,civ_blueshift,2682.0,135.0,135.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__log_lambda_l1350,XQR30-DELS-J0923-0402_mazzucchelli23,,log_lambda_l1350,46.5,0.06,0.07,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__log_lambda_l3000,XQR30-DELS-J0923-0402_mazzucchelli23,,log_lambda_l3000,46.79,0.07,0.08,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-DELS-J0923-0402_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.11,0.07,0.08,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-DELS-J0923-0402_mazzucchelli23__edd_ratio_civ,XQR30-DELS-J0923-0402_mazzucchelli23,,edd_ratio_civ,1.92,0.45,0.45,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J158-14_mazzucchelli23,,fwhm_civ_reported,6323.0,1538.0,1538.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__fwhm_mgii,XQR30-PSO-J158-14_mazzucchelli23,,fwhm_mgii,3258.0,212.0,212.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__civ_blueshift,XQR30-PSO-J158-14_mazzucchelli23,,civ_blueshift,1767.0,1138.0,1138.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J158-14_mazzucchelli23,,log_lambda_l1350,46.77,0.06,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J158-14_mazzucchelli23,,log_lambda_l3000,46.85,0.1,0.13,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J158-14_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.52,0.38,0.38,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J158-14_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J158-14_mazzucchelli23,,edd_ratio_civ,0.85,1.19,1.19,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J183-05_mazzucchelli23,,fwhm_civ_reported,7075.0,2010.0,2010.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__fwhm_mgii,XQR30-PSO-J183-05_mazzucchelli23,,fwhm_mgii,4476.0,1282.0,1282.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__civ_blueshift,XQR30-PSO-J183-05_mazzucchelli23,,civ_blueshift,3035.0,348.0,348.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J183-05_mazzucchelli23,,log_lambda_l1350,46.69,0.05,0.06,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J183-05_mazzucchelli23,,log_lambda_l3000,46.49,0.16,0.25,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J183-05_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.29,0.21,0.42,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-05_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J183-05_mazzucchelli23,,edd_ratio_civ,0.62,0.47,0.47,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J183-12_mazzucchelli23,,fwhm_civ_reported,6196.0,517.0,517.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__fwhm_mgii,XQR30-PSO-J183-12_mazzucchelli23,,fwhm_mgii,3203.0,517.0,517.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__civ_blueshift,XQR30-PSO-J183-12_mazzucchelli23,,civ_blueshift,3031.0,194.0,194.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J183-12_mazzucchelli23,,log_lambda_l1350,46.81,0.02,0.02,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J183-12_mazzucchelli23,,log_lambda_l3000,46.7,0.06,0.07,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J183-12_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.24,0.08,0.1,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J183-12_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J183-12_mazzucchelli23,,edd_ratio_civ,1.13,0.29,0.29,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J217-16_mazzucchelli23,,fwhm_civ_reported,10292.0,909.0,909.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__fwhm_mgii,XQR30-PSO-J217-16_mazzucchelli23,,fwhm_mgii,2772.0,741.0,741.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__civ_blueshift,XQR30-PSO-J217-16_mazzucchelli23,,civ_blueshift,3243.0,1394.0,1394.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J217-16_mazzucchelli23,,log_lambda_l1350,46.6,0.04,0.04,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J217-16_mazzucchelli23,,log_lambda_l3000,46.55,0.08,0.1,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J217-16_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.54,0.27,0.92,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-16_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J217-16_mazzucchelli23,,edd_ratio_civ,0.41,0.37,0.37,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J217-07_mazzucchelli23,,fwhm_civ_reported,9174.0,2402.0,2402.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__fwhm_mgii,XQR30-PSO-J217-07_mazzucchelli23,,fwhm_mgii,2607.0,533.0,533.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__civ_blueshift,XQR30-PSO-J217-07_mazzucchelli23,,civ_blueshift,3260.0,2169.0,2169.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J217-07_mazzucchelli23,,log_lambda_l1350,46.46,0.07,0.08,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__log_lambda_l3000,XQR30-PSO-J217-07_mazzucchelli23,,log_lambda_l3000,46.42,0.15,0.23,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__log_mbh_civ_coatman_corrected,XQR30-PSO-J217-07_mazzucchelli23,,log_mbh_civ_coatman_corrected,9.35,0.39,0.39,detection,log10(Msun),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J217-07_mazzucchelli23__edd_ratio_civ,XQR30-PSO-J217-07_mazzucchelli23,,edd_ratio_civ,0.46,0.69,0.69,detection,dimensionless,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J231-20_mazzucchelli23__fwhm_civ_reported,XQR30-PSO-J231-20_mazzucchelli23,,fwhm_civ_reported,6470.0,241.0,241.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J231-20_mazzucchelli23__fwhm_mgii,XQR30-PSO-J231-20_mazzucchelli23,,fwhm_mgii,4644.0,179.0,179.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J231-20_mazzucchelli23__civ_blueshift,XQR30-PSO-J231-20_mazzucchelli23,,civ_blueshift,2528.0,116.0,116.0,detection,km/s,published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
v7.1-accreting-atlas-catalogue,XQR30-PSO-J231-20_mazzucchelli23__log_lambda_l1350,XQR30-PSO-J231-20_mazzucchelli23,,log_lambda_l1350,46.74,0.01,0.01,detection,log10(erg/s),published_spectral_fit_propagation,Mazzucchelli et al. (2023) Table 1
