catalogue_release,measurement_id,physical_object_id,host_system_id,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,identity_resolution_status
v2-dataset-catalogue,CEERS1019_larson23,HZA-CEERS-1019,HZS-CEERS-1019,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,CEERS1244_taylor24,HZA-CEERS-1244,HZS-CEERS-1244,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,CEERS2782_taylor24,HZA-CEERS-2782,HZS-CEERS-2782,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,explicit literature duplicate,"Taylor et al. (2025), Section 3.3 / Table 1 notes",resolved
v2-dataset-catalogue,CEERS397_taylor24,HZA-CEERS-397,HZS-CEERS-397,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,CEERS672_taylor24,HZA-CEERS-672,HZS-CEERS-672,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,CEERS746_taylor24,HZA-CEERS-746,HZS-CEERS-746,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v2-dataset-catalogue,DC417567_ren25,HZA-DC-417567,HZS-DC-417567,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC519281_ren25,HZA-DC-519281,HZS-DC-519281,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC536534_ren25,HZA-DC-536534,HZS-DC-536534,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC683613_ren25,HZA-DC-683613,HZS-DC-683613,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC848185a_ren25,HZA-DC-848185-A,HZS-DC-848185,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC848185b_ren25,HZA-DC-848185-B,HZS-DC-848185,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,DC873321_ren25,HZA-DC-873321,HZS-DC-873321,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,EGS410647962_baccus26,HZA-EGS-4106-47962,HZS-EGS-4106-47962,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,EGS410671365_baccus26,HZA-EGS-4106-71365,HZS-EGS-4106-71365,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,EXCELS354342268_baccus26,HZA-EXCELS-3543-42268,HZS-EXCELS-3543-42268,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,EXCELS354389922_baccus26,HZA-EXCELS-3543-89922,HZS-EXCELS-3543-89922,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN267414_baccus26,HZA-GDN-2674-14,HZS-GDN-2674-14,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN267432_baccus26,HZA-GDN-2674-32,HZS-GDN-2674-32,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN26743761_baccus26,HZA-GDN-2674-3761,HZS-GDN-2674-3761,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN2674934_baccus26,HZA-GDN-2674-934,HZS-GDN-2674-934,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN476233609_baccus26,HZA-GDN-4762-33609,HZS-GDN-4762-33609,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDN476237583_baccus26,HZA-GDN-4762-37583,HZS-GDN-4762-37583,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GDS12109515_baccus26,HZA-GDS-1210-9515,HZS-GDS-1210-9515,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLASS150029_harikane23,HZA-GLASS-150029,HZS-GLASS-150029,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GLASS160133_harikane23,HZA-GLASS-160133,HZS-GLASS-160133,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GLIMPSE11026_fei26,HZA-GLIMPSE-11026,HZS-GLIMPSE-11026,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE12248_fei26,HZA-GLIMPSE-12248,HZS-GLIMPSE-12248,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE13131_fei26,HZA-GLIMPSE-13131,HZS-GLIMPSE-13131,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE38548_fei26,HZA-GLIMPSE-38548,HZS-GLIMPSE-38548,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE39803_fei26,HZA-GLIMPSE-39803,HZS-GLIMPSE-39803,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE41299_fei26,HZA-GLIMPSE-41299,HZS-GLIMPSE-41299,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE46938_fei26,HZA-GLIMPSE-46938,HZS-GLIMPSE-46938,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE55241_fei26,HZA-GLIMPSE-55241,HZS-GLIMPSE-55241,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE5536_fei26,HZA-GLIMPSE-5536,HZS-GLIMPSE-5536,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GLIMPSE7404_fei26,HZA-GLIMPSE-7404,HZS-GLIMPSE-7404,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GN1093_juodzbalis25,HZA-GN-1093,HZS-GN-1093,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN11836_juodzbalis25,HZA-GN-11836,HZS-GN-11836,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN20621_juodzbalis25,HZA-GN-20621,HZS-GN-20621,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN38509_juodzbalis25,HZA-GN-38509,HZS-GN-38509,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN4685_juodzbalis25,HZA-GN-4685,HZS-GN-4685,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN53757_juodzbalis25,HZA-GN-53757,HZS-GN-53757,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN61888_juodzbalis25,HZA-GN-61888,HZS-GN-61888,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN62309_juodzbalis25,HZA-GN-62309,HZS-GN-62309,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN73488_juodzbalis25,HZA-GN-73488,HZS-GN-73488,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN77652_juodzbalis25,HZA-GN-77652,HZS-GN-77652,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GN954_juodzbalis25,HZA-GN-954,HZS-GN-954,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GOODSN12112066_baccus26,HZA-GOODSN-1211-2066,HZS-GOODSN-1211-2066,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GOODSN12839_matthee23,HZA-GOODS-N-12839,HZS-GOODS-N-12839,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN13733_matthee23,HZA-GOODS-N-13733,HZS-GOODS-N-13733,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN14409_matthee23,HZA-GOODS-N-14409,HZS-GOODS-N-14409,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN15498_matthee23,HZA-GOODS-N-15498,HZS-GOODS-N-15498,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN16813_matthee23,HZA-GOODS-N-16813,HZS-GOODS-N-16813,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN4014_matthee23,HZA-GOODS-N-4014,HZS-GOODS-N-4014,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSN9771_matthee23,HZA-GOODS-N-9771,HZS-GOODS-N-9771,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,GOODSS13971_matthee23,HZA-GS-204851,HZS-GS-204851,False,prior-release preferred measurement retained for longitudinal reproducibility,coordinate-redshift match; manually reviewed,0.5 arcsec and delta-z 0.01 candidate thresholds,resolved
v2-dataset-catalogue,GS10013704_juodzbalis25,HZA-GS-10013704,HZS-GS-10013704,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS159717_juodzbalis25,HZA-GS-159717,HZS-GS-159717,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS164055_juodzbalis25,HZA-GS-164055,HZS-GS-164055,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS172975_juodzbalis25,HZA-GS-172975,HZS-GS-172975,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS20030333_juodzbalis25,HZA-GS-20030333,HZS-GS-20030333,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS20057765_juodzbalis25,HZA-GS-20057765,HZS-GS-20057765,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS200679_juodzbalis25,HZA-GS-200679,HZS-GS-200679,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS204851_juodzbalis25,HZA-GS-204851,HZS-GS-204851,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS210600_juodzbalis25,HZA-GS-210600,HZS-GS-210600,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS30148179_juodzbalis25,HZA-GS-30148179,HZS-GS-30148179,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS38562_juodzbalis25,HZA-GS-38562,HZS-GS-38562,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GS8083_juodzbalis25,HZA-GS-8083,HZS-GS-8083,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v2-dataset-catalogue,GTO12133848_baccus26,HZA-GTO-1213-3848,HZS-GTO-1213-3848,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GTO12151472_baccus26,HZA-GTO-1215-1472,HZS-GTO-1215-1472,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GTO12154446_baccus26,HZA-GTO-1215-4446,HZS-GTO-1215-4446,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,GTO12156001_baccus26,HZA-GTO-1215-6001,HZS-GTO-1215-6001,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J010012446_matthee23,HZA-J0100-12446,HZS-J0100-12446,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J010015157_matthee23,HZA-J0100-15157,HZS-J0100-15157,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J010016221_matthee23,HZA-J0100-16221,HZS-J0100-16221,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J01002017_matthee23,HZA-J0100-2017,HZS-J0100-2017,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0109M3047BHAE1_lin24,HZA-J0109M3047-BHAE-1,HZS-J0109M3047-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J014812884_matthee23,HZA-J0148-12884,HZS-J0148-12884,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J01484214_matthee23,HZA-J0148-4214,HZS-J0148-4214,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0148976_matthee23,HZA-J0148-976,HZS-J0148-976,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0218P0007BHAE1_lin24,HZA-J0218P0007-BHAE-1,HZS-J0218P0007-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0224M4711BHAE1_lin24,HZA-J0224M4711-BHAE-1,HZS-J0224M4711-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0226332510867_baccus26,HZA-J0226-3325-10867,HZS-J0226-3325-10867,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J022633253190_baccus26,HZA-J0226-3325-3190,HZS-J0226-3325-3190,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J022633256699_baccus26,HZA-J0226-3325-6699,HZS-J0226-3325-6699,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J022633259556_baccus26,HZA-J0226-3325-9556,HZS-J0226-3325-9556,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J0229M0808BHAE1_lin24,HZA-J0229M0808-BHAE-1,HZS-J0229M0808-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0229M0808BHAE2_lin24,HZA-J0229M0808-BHAE-2,HZS-J0229M0808-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0430M1445BHAE1_lin24,HZA-J0430M1445-BHAE-1,HZS-J0430M1445-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J06471045_killi24,HZA-J0647-1045,HZS-J0647-1045,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J0910202812910_baccus26,HZA-J0910-2028-12910,HZS-J0910-2028-12910,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J0910202814306_baccus26,HZA-J0910-2028-14306,HZS-J0910-2028-14306,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,HZS-J0910M0414-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,HZS-J0923P0402-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J112014389_matthee23,HZA-J1120-14389,HZS-J1120-14389,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J11207546_matthee23,HZA-J1120-7546,HZS-J1120-7546,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J114818404_matthee23,HZA-J1148-18404,HZS-J1148-18404,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J114821787_matthee23,HZA-J1148-21787,HZS-J1148-21787,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J11487111_matthee23,HZA-J1148-7111,HZS-J1148-7111,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J1526M2050BHAE1_lin24,HZA-J1526M2050-BHAE-1,HZS-J1526M2050-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,HZS-J1526M2050-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,HZS-J1526M2050-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J2002M3013BHAE1_lin24,HZA-J2002M3013-BHAE-1,HZS-J2002M3013-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,HZS-J2132P1217-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J2232P2930BHAE1_lin24,HZA-J2232P2930-BHAE-1,HZS-J2232P2930-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,HZS-J2232P2930-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,HZS-J2232P2930-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v2-dataset-catalogue,JADES118010013268_baccus26,HZA-JADES-1180-10013268,HZS-JADES-1180-10013268,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118016375_baccus26,HZA-JADES-1180-16375,HZS-JADES-1180-16375,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118128746_baccus26,HZA-JADES-1181-28746,HZS-JADES-1181-28746,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118139353_baccus26,HZA-JADES-1181-39353,HZS-JADES-1181-39353,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118168797_baccus26,HZA-JADES-1181-68797,HZS-JADES-1181-68797,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118172127_baccus26,HZA-JADES-1181-72127,HZS-JADES-1181-72127,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,JADES118178773_baccus26,HZA-JADES-1181-78773,HZS-JADES-1181-78773,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES4233119559_baccus26,HZA-RUBIES-4233-119559,HZS-RUBIES-4233-119559,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v2-dataset-catalogue,RUBIES4233148866_baccus26,HZA-RUBIES-4233-148866,HZS-RUBIES-4233-148866,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
