science_release,input_catalogue_release,physical_object_id,object_id,object_class,source_key,redshift,quality_flag,evidence_status,mass_comparability_group,growth_ranking_eligible_flag,primary_growth_ranking_flag,growth_ranking_eligibility_reason,source_caveat_tags,rank_global_navigation,rank_within_object_class,growth_pressure_tier,growth_pressure_score_0_100,required_fedd_seed1e2,required_log_mseed_fedd0p3,systematic_envelope_available_flag,required_fedd_seed1e2_systematic_low,required_fedd_seed1e2_systematic_high,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,uncertainty_pressure_tier,prob_required_fedd_seed1e2_gt_1,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,followup_priority_category,most_needed_followup,followup_value_score_0_100,rank_followup_global_navigation,rank_followup_within_object_class,global_rank_policy
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-EGS-49140,RUBIES-EGS-49140,broad_line_agn,taylor24_ceers_rubies_blagn,6.685,robust,candidate,virial_balmer_single_epoch,True,False,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit;alternative_non_agn_compact_galaxy_broadening,6,5,high,87.49084949824412,1.0158950168929186,6.411383785950835,True,0.9347532423807046,1.0970367914051327,not_evaluable,,likely_high_pressure,1.0,1.014311578216197,1.0159942964755455,1.0191941291597106,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",87.24945096989465,11,10,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-20030333,GS-20030333,broad_line_agn,juodzbalis25_jades_blagn,7.891,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,13,12,high,74.67999599624905,1.1332146730828314,5.985143887894973,False,,,consistent,-0.016539467890489,likely_high_pressure,0.9072,1.0328987525735214,1.134731937770417,1.2709233292519844,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",86.29519975977495,12,11,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-164055,GS-164055,broad_line_agn,juodzbalis25_jades_blagn,7.397,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,10,9,high,75.7772436255635,1.064628309775132,6.043530821515778,False,,,consistent,-0.0025082001627724,likely_high_pressure,0.6959,0.94090670157404,1.0656469150399959,1.1759158706569128,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",85.93843461753382,13,12,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GN-4685,GN-4685,broad_line_agn,juodzbalis25_jades_blagn,7.415,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,17,16,high,66.38166725891102,1.0173652371980322,5.779446683249509,False,,,consistent,-0.016416941107096,likely_high_pressure,0.5846,0.938434213927488,1.0176554097005428,1.1021587215435031,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",85.15210003553466,14,13,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GN-11836,GN-11836,broad_line_agn,juodzbalis25_jades_blagn,4.409,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,151,150,low,5.701111137430049,0.36841333364916057,2.7539307328113716,True,0.3411906735273014,0.3956359937710197,inconsistent,-0.9082367697242087,lower_pressure,0.0,0.3393665448649372,0.3686237273428136,0.39749221271102747,C_source_consistency,resolve the published mass/luminosity/Eddington-ratio inconsistency,70.3420666682458,15,14,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-UNCOVER-41225,UNCOVER-41225,broad_line_agn,greene24_uncover_blagn,6.76,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,15,14,medium,68.72855707867718,0.940511078290928,5.881839598202961,False,,,,,possible_high_pressure,0.1846,0.8756578764087026,0.9407889835629629,1.006079814492192,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,64.49291342472064,16,15,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GN-954,GN-954,broad_line_agn,juodzbalis25_jades_blagn,6.759,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,16,15,medium,68.7122265884922,0.9403035606779888,5.881438344477782,True,0.8908138995896736,0.9897932217663039,consistent,-0.0079016188648425,possible_high_pressure,0.1197,0.8878452607631242,0.9406416328460998,0.9912452894181422,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,64.36213359530953,17,16,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-UNCOVER-4286,UNCOVER-4286,broad_line_agn,greene24_uncover_blagn,5.84,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,18,17,medium,62.483735110062135,0.799838106753029,5.7495445830817395,False,,,,,possible_high_pressure,0.0,0.760103208127291,0.7999486051016134,0.8385968583097946,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.74902410660373,18,17,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-A2744-QSO1,A2744-QSO1,broad_line_agn,greene24_uncover_blagn,7.04,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,22,21,medium,58.84155907123714,0.9294569388960372,5.58932365399464,False,,,,,possible_high_pressure,0.0255,0.8954441406415329,0.9297401550081382,0.9650582599381669,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.58149354427423,19,18,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-UNCOVER-38108,UNCOVER-38108,broad_line_agn,greene24_uncover_blagn,4.96,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,24,23,medium,56.255224878490665,0.6796812159467045,5.5751462965977385,False,,,,,possible_high_pressure,0.0,0.6270504390570173,0.6782259306905916,0.7312473695358991,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.37531349270944,20,19,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-397,CEERS-397,broad_line_agn,taylor24_ceers_rubies_blagn,6.0,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,28,27,medium,51.24852742210535,0.7759667460501792,5.43495876781895,True,0.7066840008671275,0.8452494912332311,not_evaluable,,possible_high_pressure,0.0,0.7512843045632325,0.7758946384810654,0.8076055531661706,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.074911645326324,21,20,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-210600,GS-210600,broad_line_agn,juodzbalis25_jades_blagn,6.306,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,29,28,medium,50.44952775615923,0.8056392872456205,5.395450777172458,True,0.7609642805591722,0.8503142939320689,consistent,-0.0237545992099406,possible_high_pressure,0.0,0.7563167859022751,0.8053579572577703,0.8552116666631381,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.02697166536955,22,21,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-UNCOVER-35488,UNCOVER-35488,broad_line_agn,greene24_uncover_blagn,6.26,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,31,30,medium,49.22837451500064,0.7956131214263221,5.363834486420018,False,,,,,possible_high_pressure,0.0,0.7659312615230144,0.7951977949166689,0.8243073707980385,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.95370247090004,23,22,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-EGS-927271,RUBIES-EGS-927271,broad_line_agn,kocevski25_lrd_blagn,6.786,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,34,33,medium,45.30297920984958,0.8247717505181951,5.162227123366894,True,0.7417967253151574,0.907746775721233,,,possible_high_pressure,0.0,0.7946611396153096,0.824419648045459,0.8541031060099088,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.71817875259097,24,23,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-10013704,GS-10013704,broad_line_agn,juodzbalis25_jades_blagn,5.919,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,35,34,medium,44.011877560996815,0.7392417802995618,5.232332571707911,True,0.6984747703565714,0.7800087902425525,consistent,-0.0092667653881941,possible_high_pressure,0.0,0.6976245320854032,0.7386085352087532,0.7796273280034962,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.64071265365981,25,24,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-UNCOVER-23608,UNCOVER-23608,broad_line_agn,greene24_uncover_blagn,5.8,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,36,35,medium,43.835959721241466,0.7260428537832864,5.227406872194761,False,,,,,possible_high_pressure,0.0,0.6998912339946671,0.7260316199662231,0.7519894822805675,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.63015758327449,26,25,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-SKYFIRE-30148,SKYFIRE-30148,broad_line_agn,skyfire26_ceers_blagn,6.5491,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,37,36,medium,43.75066507659061,0.8028415436273818,5.194269022144537,True,0.7241315883697955,0.8815514988849683,,,possible_high_pressure,0.0,0.790202162038242,0.8028639514615487,0.8138443795468415,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.62503990459544,27,26,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-204851,GS-204851,broad_line_agn,juodzbalis25_jades_blagn,5.48,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,38,37,medium,43.498403254841364,0.6921076590789973,5.217955291135558,True,0.6555526770853881,0.7286626410726061,consistent,0.0144905277734889,possible_high_pressure,0.0,0.654175935655368,0.6918409583517862,0.7307496802803001,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.60990419529048,28,27,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,broad_line_agn,taylor24_ceers_rubies_blagn,5.673,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,39,38,medium,42.6757926461835,0.7087184893455124,5.194922194093138,True,0.6447547267692026,0.772682251921822,not_evaluable,,possible_high_pressure,0.0,0.6998002585049197,0.708715688382755,0.7177542021732414,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.56054755877101,29,28,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,broad_line_agn,lin24_aspire_blagn,4.8708,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,40,39,medium,41.95748325542656,0.6289741623543484,5.1748095311519435,True,0.5771640995574499,0.6807842251512469,not_evaluable,,possible_high_pressure,0.0,0.6166162753176537,0.629034603479717,0.6411121661797913,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.517448995325594,30,29,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,broad_line_agn,taylor24_ceers_rubies_blagn,6.039,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,41,40,medium,39.901128773527915,0.7356806631993589,5.1150476056587815,True,0.6657490412222334,0.805612285176484,not_evaluable,,possible_high_pressure,0.0,0.7245372246032363,0.7354699962190556,0.746922405560792,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.39406772641168,31,30,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,broad_line_agn,lin24_aspire_blagn,4.9102,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,42,41,medium,38.4358140366125,0.6222507640065763,5.07620279302515,True,0.5698727535683124,0.6746287744448404,not_evaluable,,possible_high_pressure,0.0,0.6087434094632972,0.6221156377737469,0.6354519971280123,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.30614884219675,32,31,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,broad_line_agn,taylor24_ceers_rubies_blagn,4.718,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,43,42,medium,37.06979553803169,0.6015792497775773,5.037954275064887,True,0.5519439981457639,0.6512145014093906,not_evaluable,,possible_high_pressure,0.0,0.5986779330317186,0.6016285812192157,0.6046329405137596,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.224187732281905,33,32,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GOODS-N-16813,GOODS-N-16813,broad_line_agn,matthee23_eiger_fresco_blagn,5.355,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,45,44,medium,35.98060416495162,0.6548561599143871,5.007456916618645,True,0.5958601094716496,0.7138522103571249,not_evaluable,,possible_high_pressure,0.0,0.6409707842354798,0.6545803184959939,0.6687517045474889,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.1588362498971,34,33,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J1148-18404,J1148-18404,broad_line_agn,matthee23_eiger_fresco_blagn,5.011,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,halpha_absorption_fit;redshifted_absorption_50_km_s;narrow_flux_absorption_degenerate;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,46,45,medium,35.864250363386525,0.6235190547868262,5.004199010174823,True,0.5696745768259605,0.6773635327476919,not_evaluable,,possible_high_pressure,0.0,0.6083586368531702,0.6234204208764218,0.6385272136940858,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.15185502180319,35,34,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,broad_line_agn,taylor24_ceers_rubies_blagn,5.287,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,47,46,low,35.07100749587441,0.645669392381483,4.981988209884483,True,0.5877098418984055,0.7036289428645605,not_evaluable,,possible_high_pressure,0.0,0.6410540080479958,0.6456657892907801,0.6502881263557737,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.104260449752466,36,35,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GOODS-N-15498,GOODS-N-15498,broad_line_agn,matthee23_eiger_fresco_blagn,5.086,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,48,47,low,35.00557106208485,0.6275083827356964,4.980155989738376,True,0.5725601881003466,0.6824565773710465,not_evaluable,,possible_high_pressure,0.0,0.6157033439903875,0.6278900154475009,0.6393983764651555,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.10033426372509,37,36,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,broad_line_agn,lin24_aspire_blagn,4.8688,robust,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,two_broad_components_total_profile_used_for_mass;blueshifted_halpha_absorption_586_km_s;absorption_interpretation_uncertain;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,50,49,low,34.757214055781475,0.6079125973182067,4.973201993561881,True,0.5561312857919539,0.6596939088444594,not_evaluable,,possible_high_pressure,0.0,0.5984096987188854,0.6076697207014818,0.6171579636053325,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.08543284334689,38,37,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,broad_line_agn,lin24_aspire_blagn,5.0369,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,53,52,low,34.06136389103368,0.6203272541303377,4.953718188948943,True,0.5661028438042593,0.6745516644564162,not_evaluable,,possible_high_pressure,0.0,0.6040262001268035,0.6199463765696336,0.6361418133421216,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.04368183346202,39,38,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-GS-30148179,GS-30148179,broad_line_agn,juodzbalis25_jades_blagn,5.922,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,58,57,low,33.02182276046942,0.696261873125633,4.913933490707102,True,0.655465278997178,0.7370584672540882,consistent,0.0117632302757858,possible_high_pressure,0.0,0.6490286561868241,0.6964000895486866,0.7429081226663987,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,61.981309365628164,40,39,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-UDS-63166,RUBIES-UDS-63166,broad_line_agn,kocevski25_lrd_blagn,6.518,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,14,13,medium,68.92299964287133,0.9097711247723749,5.900835990000397,True,0.831612093434542,0.9879301561102076,,,likely_high_pressure,0.0002,0.8831885234049456,0.9097557919245463,0.9355713148434623,E_comparison_anchor,retain as a within-class comparison anchor,54.13577997857228,41,40,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-J0647-1045,J0647-1045,broad_line_agn,killi24_j0647_lrd_blagn,4.5319,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,canonical_numeric_mass_only,19,18,medium,61.12911181911079,0.6492315341488548,5.711615130935102,True,0.6021857708047351,0.696277297492975,,,likely_high_pressure,0.0,0.6464798883394094,0.6492280775968883,0.6519725914630952,E_comparison_anchor,retain as a within-class comparison anchor,53.66774670914665,42,41,navigation_only_no_cross_class_demographic_inference
v3-shared-science,v3-dataset-catalogue,HZA-RUBIES-EGS-42046,RUBIES-EGS-42046,broad_line_agn,taylor24_ceers_rubies_blagn,5.276,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,20,19,medium,60.875632510651556,0.7281883631027115,5.704517710298243,True,0.6703956358723376,0.7859810903330854,not_evaluable,,likely_high_pressure,0.0,0.7258185022173489,0.728152680167934,0.7304466341652252,E_comparison_anchor,retain as a within-class comparison anchor,53.65253795063909,43,42,navigation_only_no_cross_class_demographic_inference
