science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,survey,field,object_class,mass_comparability_group,evidence_status,evidence_status_basis,primary_growth_ranking_flag,redshift,mbh_method,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,log_mbh_systematic_dex,mbh_systematic_kind,n_samples,random_seed,reported_statistical_errors_sampled,statistical_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,required_fedd_seed1e2_p5,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,required_fedd_seed1e2_p95,prob_required_fedd_seed1e2_gt_1,required_log_mseed_fedd0p3_p5,required_log_mseed_fedd0p3_p16,required_log_mseed_fedd0p3_p50,required_log_mseed_fedd0p3_p84,required_log_mseed_fedd0p3_p95,prob_required_log_mseed_fedd0p3_gt_1e5,prob_required_log_mseed_fedd0p3_gt_1e6,uncertainty_pressure_score_0_100,uncertainty_pressure_tier,required_fedd_seed1e2,rank_uncertainty_global_navigation,rank_uncertainty_within_object_class,rank_uncertainty_within_mass_group,rank_uncertainty_within_class_mass_group,rank_uncertainty_primary_within_class_mass_group
v2-shared-science,v2-dataset-catalogue,measurement,DC536534_ren25,DC536534_ren25,HZA-DC-536534,DC_536534,ren25_alpine_cristal_jwst_blagn_candidates,ALPINE-CRISTAL-JWST,COSMOS,broad_line_agn,virial_balmer_single_epoch,probable,source_most_robust_candidate_with_spatially_compact_blr_and_separate_outflow,True,5.6886,single-epoch-virial-halpha-reines2013,7.78,0.06,0.06,0.4,single_epoch_virial_calibration,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,symmetric_reported,False,0.7299950192415612,0.7346101825405446,0.7422722318211428,0.7498666318715366,0.7547874752317028,0.0,5.348212675220282,5.384149250213927,5.443810802956353,5.502945596085521,5.5412623890110355,1.0,0.0,50.0,likely_high_pressure,0.7422722318211428,11,11,11,11,10
v2-shared-science,v2-dataset-catalogue,measurement,RUBIESEGS42046_taylor24,RUBIESEGS42046_taylor24,HZA-RUBIES-EGS-42046,RUBIES-EGS-42046,taylor24_ceers_rubies_blagn,RUBIES,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.276,single-epoch-virial-halpha-reines2013,8.3,0.02,0.02,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.02,0.02,symmetric_reported,False,0.7243347778077497,0.7258684791868658,0.7281883367145354,0.7304591214091098,0.7319818659345008,0.0,5.671178002348483,5.684446984905771,5.704517481998097,5.724163420193078,5.737337608351051,1.0,0.0,50.0,likely_high_pressure,0.7281883367145354,12,12,12,12,11
v2-shared-science,v2-dataset-catalogue,measurement,RUBIESUDS172350_taylor24,RUBIESUDS172350_taylor24,HZA-RUBIES-UDS-172350,RUBIES-UDS-172350,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.58,single-epoch-virial-halpha-reines2013,7.68,0.04,0.04,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.04,0.04,symmetric_reported,False,0.7016556615144763,0.7049251687814684,0.7099396244283804,0.7148777507322652,0.7180803622448909,0.0,5.213746535071531,5.239906673362793,5.280028576287725,5.31953974921385,5.345164637988162,1.0,0.0,50.0,likely_high_pressure,0.7099396244283804,13,13,13,13,12
v2-shared-science,v2-dataset-catalogue,measurement,GOODSN12839_matthee23,GOODSN12839_matthee23,HZA-GOODS-N-12839,GOODS-N-12839,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.241,single-epoch-virial-halpha-reines2013,8.01,0.06,0.06,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,symmetric_reported,False,0.6767986862695596,0.681511760485426,0.6881981487540267,0.6952088824440825,0.6994341322879226,0.0,5.290043021605432,5.331195545484262,5.389578193472362,5.450792885279438,5.487685937908928,1.0,0.0,50.0,likely_high_pressure,0.6881981487540267,14,14,14,14,13
v2-shared-science,v2-dataset-catalogue,measurement,CEERS00746_harikane23,CEERS00746_harikane23,HZA-CEERS-746,CEERS-00746,harikane23_nirspec_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.624,single-epoch-virial-halpha-greeneho2005,7.76342799,0.09989487,0.11021548,,not numerically specified by Harikane et al. (2023),10000,20260808,True,split_normal_in_log_mbh,0.09989487,0.11021548,asymmetric,False,0.7053975700364334,0.7143540836080651,0.7286213495080427,0.7408801907596395,0.7493401247159481,0.0,5.208007882672249,5.278882915634269,5.391783201314807,5.488790342635403,5.555735822393177,0.9997,0.0,49.985,possible_high_pressure,0.7286213495080427,15,15,15,15,14
v2-shared-science,v2-dataset-catalogue,measurement,RUBIESUDS47509_taylor24,RUBIESUDS47509_taylor24,HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.673,single-epoch-virial-halpha-reines2013,7.54,0.07,0.07,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.07,0.07,symmetric_reported,False,0.6940159934272077,0.6999875000547203,0.708852426819679,0.7178141843830216,0.7236088805583891,0.0,5.079993871194962,5.126672696728315,5.195969173419962,5.266022569299005,5.311319280608432,0.9967,0.0,49.835,possible_high_pressure,0.708852426819679,16,16,16,16,15
v2-shared-science,v2-dataset-catalogue,measurement,GN954_juodzbalis25,GN954_juodzbalis25,HZA-GN-954,GN-954,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.759,single-epoch-virial-halpha,7.7,0.31,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.31,0.32,asymmetric,False,0.8502717963604898,0.8865849742927692,0.9402401176720123,0.9901250314693267,1.0222734963644937,0.1199,5.335677296588392,5.555803139847721,5.881053761084516,6.183449732487272,6.378329617628116,0.9966,0.3501,49.830000000000005,possible_high_pressure,0.9402401176720123,17,17,17,17,16
v2-shared-science,v2-dataset-catalogue,measurement,CEERS00672_harikane23,CEERS00672_harikane23,HZA-CEERS-672,CEERS-00672,harikane23_nirspec_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.666,single-epoch-virial-halpha-greeneho2005,7.69897,0.1271048,0.13076828,,not numerically specified by Harikane et al. (2023),10000,20260808,True,split_normal_in_log_mbh,0.1271048,0.13076828,asymmetric,False,0.6998599868898299,0.7111256273725378,0.7279579447676406,0.7435955805417932,0.7539730823058652,0.0,5.131134490133047,5.219350957460058,5.351157718007956,5.473609431912699,5.554871260453335,0.9962,0.0,49.81,possible_high_pressure,0.7279579447676406,18,18,18,18,17
v2-shared-science,v2-dataset-catalogue,measurement,CEERS397_taylor24,CEERS397_taylor24,HZA-CEERS-397,CEERS-397,taylor24_ceers_rubies_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.0,single-epoch-virial-halpha-reines2013,7.6,0.23,0.18,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.23,0.18,asymmetric,False,0.7339182072760642,0.7506451052624336,0.7758654139332486,0.807197785518042,0.8276821724493602,0.0,5.131502700489206,5.252217446579127,5.434227473781287,5.660347061724939,5.808178869465786,0.9922,0.0067,49.61,possible_high_pressure,0.7758654139332486,19,19,19,19,18
v2-shared-science,v2-dataset-catalogue,measurement,J1526M2050BHAE2_lin24,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,lin24_aspire_blagn,ASPIRE,J1526M2050,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.8708,single-epoch-virial-halpha-reines2013,8.07,0.12,0.12,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.12,0.12,symmetric_reported,False,0.6088818172398969,0.6168919561995133,0.6290365629118551,0.6415746953836884,0.6494317141812209,0.0,4.980905644244725,5.058208570811492,5.175411736149757,5.296412674915112,5.372237894702365,0.9326,0.0,46.63,possible_high_pressure,0.6290365629118551,20,20,20,20,19
v2-shared-science,v2-dataset-catalogue,measurement,RUBIESUDS174752_taylor24,RUBIESUDS174752_taylor24,HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.039,single-epoch-virial-halpha-reines2013,7.26,0.08,0.08,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.08,0.08,symmetric_reported,False,0.7173347402831862,0.7246151549104092,0.735860975734624,0.746767679752615,0.75395638551136,0.0,4.983877168040635,5.035930977328831,5.116336811672937,5.194318014665473,5.245716120096922,0.9254,0.0,46.27,possible_high_pressure,0.735860975734624,21,21,21,21,20
v2-shared-science,v2-dataset-catalogue,measurement,RUBIESUDS182791_taylor24,RUBIESUDS182791_taylor24,HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.718,single-epoch-virial-halpha-reines2013,8.06,0.03,0.03,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.03,0.03,symmetric_reported,False,0.5967223813367709,0.598642821073296,0.6016373789665778,0.6045907809691434,0.6064624638839441,0.0,4.989028680037849,5.0083742023570545,5.038539838621929,5.068290891608159,5.087145262778518,0.899,0.0,44.95,possible_high_pressure,0.6016373789665778,22,22,22,22,21
v2-shared-science,v2-dataset-catalogue,measurement,GS210600_juodzbalis25,GS210600_juodzbalis25,HZA-GS-210600,GS-210600,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.306,single-epoch-virial-halpha,7.41,0.33,0.34,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.33,0.34,asymmetric,False,0.7219510855680615,0.754873977346446,0.804668895375102,0.8535987361533889,0.8867520026489338,0.0,4.833470771674588,5.054553391825853,5.3889344365438205,5.717506345587065,5.9401359697630465,0.8757,0.0338,43.785000000000004,possible_high_pressure,0.804668895375102,23,23,23,23,22
v2-shared-science,v2-dataset-catalogue,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.919,single-epoch-virial-halpha,7.44,0.31,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.31,0.31,symmetric_reported,False,0.6706603039820063,0.6974162610269312,0.7392768727584264,0.7814465469256436,0.8098139735796984,0.0,4.727648933539735,4.924543116475944,5.2325908133026235,5.542912867038142,5.75166567986688,0.7719,0.007,38.595,possible_high_pressure,0.7392768727584264,24,24,24,24,23
v2-shared-science,v2-dataset-catalogue,measurement,GS204851_juodzbalis25,GS204851_juodzbalis25,HZA-GS-204851,GS-204851,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.48,single-epoch-virial-halpha,7.68,0.32,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.32,0.31,asymmetric,False,0.6289234490300584,0.6543793625315817,0.6920102373078925,0.7301373076588553,0.7555901566991374,0.0,4.699414124352994,4.908326114838782,5.217155768615302,5.53005760802227,5.738944449039445,0.7578,0.0061,37.89,possible_high_pressure,0.6920102373078925,25,25,25,25,24
v2-shared-science,v2-dataset-catalogue,measurement,J0910M0414BHAE1_lin24,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,lin24_aspire_blagn,ASPIRE,J0910M0414,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.9102,single-epoch-virial-halpha-reines2013,7.94,0.13,0.13,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.13,0.13,symmetric_reported,False,0.600438999253149,0.6087748597209355,0.6222350622720845,0.6357248069941853,0.6446812157456752,0.0,4.867987889758291,4.947561936176221,5.076052904413874,5.204825881940395,5.290323676497202,0.7251,0.0,36.254999999999995,possible_high_pressure,0.6222350622720845,26,26,26,26,25
v2-shared-science,v2-dataset-catalogue,measurement,GOODSS13971_matthee23,GOODSS13971_matthee23,HZA-GS-204851,GOODS-S-13971,matthee23_eiger_fresco_blagn,FRESCO,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.481,single-epoch-virial-halpha-reines2013,7.49,0.25,0.25,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.25,0.25,symmetric_reported,False,0.6190820594771472,0.6392827576595201,0.668904352788583,0.6993761941858899,0.7183784063643976,0.0,4.617979243226767,4.783720333862822,5.026757254604232,5.276770208675568,5.432678056143525,0.5394,0.0,26.97,possible_high_pressure,0.668904352788583,27,27,27,27,26
v2-shared-science,v2-dataset-catalogue,measurement,GOODSN16813_matthee23,GOODSN16813_matthee23,HZA-GOODS-N-16813,GOODS-N-16813,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.355,single-epoch-virial-halpha-reines2013,7.55,0.12,0.12,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.12,0.12,symmetric_reported,False,0.6314180283752008,0.6407243568121759,0.6550112181155563,0.669087774975759,0.6781260712748038,0.0,4.808815385844176,4.887687855841197,5.008771057141659,5.128071898084102,5.204672757219726,0.527,0.0,26.35,possible_high_pressure,0.6550112181155563,28,28,28,28,27
v2-shared-science,v2-dataset-catalogue,measurement,J114818404_matthee23,J114818404_matthee23,HZA-J1148-18404,J1148-18404,matthee23_eiger_fresco_blagn,EIGER,J1148,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.011,single-epoch-virial-halpha-reines2013,7.79,0.14,0.14,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.14,0.14,symmetric_reported,False,0.5987046481986782,0.6087854306237159,0.623742140929002,0.6387939493577002,0.6482147216132823,0.0,4.773772348724199,4.867382527583807,5.00627058882712,5.146041731558209,5.233523053806602,0.5175,0.0,25.874999999999996,possible_high_pressure,0.623742140929002,29,29,29,29,28
v2-shared-science,v2-dataset-catalogue,measurement,CEERS02782_harikane23,CEERS02782_harikane23,HZA-CEERS-2782,CEERS-02782,harikane23_nirspec_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.241,single-epoch-virial-halpha-greeneho2005,7.62324929,0.10914447,0.11809931,,not numerically specified by Harikane et al. (2023),10000,20260808,True,split_normal_in_log_mbh,0.10914447,0.11809931,asymmetric,False,0.6210645125236767,0.6304251045109405,0.6441180638409256,0.656611766849441,0.6648309852954846,0.0,4.8033963424118475,4.885128979674179,5.004689973197696,5.113779579650758,5.185546237223737,0.516,0.0,25.8,possible_high_pressure,0.6441180638409256,30,30,30,30,29
v2-shared-science,v2-dataset-catalogue,measurement,GOODSN15498_matthee23,GOODSN15498_matthee23,HZA-GOODS-N-15498,GOODS-N-15498,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.086,single-epoch-virial-halpha-reines2013,7.71,0.11,0.11,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.11,0.11,symmetric_reported,False,0.607450606035636,0.6154465481292374,0.6277494230344536,0.6401050694003579,0.648017291272331,0.0,4.797640651125625,4.870399566561014,4.982349331124354,5.094779288540604,5.166776393490828,0.4363,0.0,21.815,possible_high_pressure,0.6277494230344536,31,31,31,31,30
v2-shared-science,v2-dataset-catalogue,measurement,GS30148179_juodzbalis25,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.922,single-epoch-virial-halpha,7.12,0.34,0.35,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.34,0.35,asymmetric,False,0.617613757798387,0.6481469025598574,0.6966832648507424,0.7419773163079137,0.7725086772581767,0.0,4.335590246565626,4.560117406837863,4.917032217947292,5.250104517913475,5.474618560831834,0.3997,0.0011,19.985,possible_high_pressure,0.6966832648507424,32,32,32,32,31
