science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,survey,field,object_class,mass_comparability_group,evidence_status,evidence_status_basis,primary_growth_ranking_flag,redshift,mbh_method,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,log_mbh_systematic_dex,mbh_systematic_kind,n_samples,random_seed,reported_statistical_errors_sampled,statistical_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,required_fedd_seed1e2_p5,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,required_fedd_seed1e2_p95,prob_required_fedd_seed1e2_gt_1,required_log_mseed_fedd0p3_p5,required_log_mseed_fedd0p3_p16,required_log_mseed_fedd0p3_p50,required_log_mseed_fedd0p3_p84,required_log_mseed_fedd0p3_p95,prob_required_log_mseed_fedd0p3_gt_1e5,prob_required_log_mseed_fedd0p3_gt_1e6,uncertainty_pressure_score_0_100,uncertainty_pressure_tier,required_fedd_seed1e2,rank_uncertainty_global_navigation,rank_uncertainty_within_object_class,rank_uncertainty_within_mass_group,rank_uncertainty_within_class_mass_group,rank_uncertainty_primary_within_class_mass_group
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-DC-536534,DC536534_ren25,HZA-DC-536534,DC_536534,ren25_alpine_cristal_jwst_blagn_candidates,ALPINE-CRISTAL-JWST,COSMOS,broad_line_agn,virial_balmer_single_epoch,probable,source_most_robust_candidate_with_spatially_compact_blr_and_separate_outflow,True,5.6886,single-epoch-virial-halpha-reines2013,7.78,0.06,0.06,0.4,single_epoch_virial_calibration,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,symmetric_reported,False,0.7297304714011404,0.7348450033636439,0.7425150279930678,0.7502168077872352,0.7554174998087158,0.0,5.3461527387259915,5.385977713384717,5.44570136722793,5.505672286830839,5.546168158101516,1.0,0.0,50.0,likely_high_pressure,0.7425150279930678,11,11,11,11,10
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,HZA-RUBIES-EGS-42046,RUBIES-EGS-42046,taylor24_ceers_rubies_blagn,RUBIES,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.276,single-epoch-virial-halpha-reines2013,8.3,0.02,0.02,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.02,0.02,symmetric_reported,False,0.7243228165062606,0.7258185022173489,0.728152680167934,0.7304466341652252,0.7320009427909437,0.0,5.671074517861226,5.684014603774859,5.704208995547378,5.724055385458576,5.737502653827854,1.0,0.0,50.0,likely_high_pressure,0.728152680167934,12,12,12,12,11
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,HZA-RUBIES-UDS-172350,RUBIES-UDS-172350,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.58,single-epoch-virial-halpha-reines2013,7.68,0.04,0.04,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.04,0.04,symmetric_reported,False,0.701784931333663,0.7051118607485313,0.7099004469332525,0.7149016366715908,0.7180491042163901,0.0,5.214780854946256,5.241400442080035,5.279715107435461,5.3197308665367204,5.344914534751948,1.0,0.0,50.0,likely_high_pressure,0.7099004469332525,13,13,13,13,12
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GOODS-N-12839,GOODSN12839_matthee23,HZA-GOODS-N-12839,GOODS-N-12839,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.241,single-epoch-virial-halpha-reines2013,8.01,0.06,0.06,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,symmetric_reported,False,0.676861679309201,0.6813398284754817,0.6882558097734717,0.6952071140477617,0.6995757825534481,0.0,5.29059304955944,5.329694309598574,5.390081664534114,5.450777444408261,5.4889227667105756,1.0,0.0,50.0,likely_high_pressure,0.6882558097734717,14,14,14,14,13
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.673,single-epoch-virial-halpha-reines2013,7.54,0.07,0.07,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.07,0.07,symmetric_reported,False,0.6940934194155552,0.6998002585049197,0.708715688382755,0.7177542021732414,0.723391887555907,0.0,5.080599104417877,5.125209043385712,5.1949002991744795,5.265553692802656,5.309623062361237,0.997,0.0,49.85,possible_high_pressure,0.708715688382755,15,15,15,15,14
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GN-954,GN954_juodzbalis25,HZA-GN-954,GN-954,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.759,single-epoch-virial-halpha,7.7,0.31,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.31,0.32,asymmetric,False,0.854198172526471,0.8878452607631242,0.9406416328460998,0.9912452894181422,1.0251439869478516,0.1197,5.359478487057091,5.563442835347591,5.883487694750203,6.190240592987306,6.395730164652891,0.9962,0.3584,49.81,possible_high_pressure,0.9406416328460998,16,16,16,16,15
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-CEERS-397,CEERS397_taylor24,HZA-CEERS-397,CEERS-397,taylor24_ceers_rubies_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.0,single-epoch-virial-halpha-reines2013,7.6,0.23,0.18,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.23,0.18,asymmetric,False,0.7351863719226105,0.7512843045632325,0.7758946384810654,0.8076055531661706,0.8279427507865583,0.0,5.140654796319097,5.256830422718497,5.434438381618005,5.663289840962765,5.810059412279943,0.9927,0.0078,49.635,possible_high_pressure,0.7758946384810654,17,17,17,17,16
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,lin24_aspire_blagn,ASPIRE,J1526M2050,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.8708,single-epoch-virial-halpha-reines2013,8.07,0.12,0.12,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.12,0.12,symmetric_reported,False,0.6086885158219155,0.6166162753176537,0.629034603479717,0.6411121661797913,0.6490519602795449,0.0,4.979040162834876,5.055548075272813,5.17539282638559,5.29194897443949,5.368573028446898,0.9292,0.0,46.46,possible_high_pressure,0.629034603479717,18,18,18,18,17
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.039,single-epoch-virial-halpha-reines2013,7.26,0.08,0.08,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.08,0.08,symmetric_reported,False,0.7171181598119944,0.7245372246032363,0.7354699962190556,0.746922405560792,0.7544913335959444,0.0,4.982328652039802,5.0353737879989575,5.113541370179415,5.195424279641193,5.249540914013181,0.9269,0.0,46.345,possible_high_pressure,0.7354699962190556,19,19,19,19,18
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-UDS-182791,RUBIESUDS182791_taylor24,HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,taylor24_ceers_rubies_blagn,RUBIES,UDS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.718,single-epoch-virial-halpha-reines2013,8.06,0.03,0.03,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.03,0.03,symmetric_reported,False,0.5966924804620926,0.5986779330317186,0.6016285812192157,0.6046329405137596,0.6065044414073106,0.0,4.9887274740028715,5.008727902169871,5.038451214639249,5.068715585180067,5.087568122761962,0.8991,0.0,44.955,possible_high_pressure,0.6016285812192157,20,20,20,20,19
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GS-210600,GS210600_juodzbalis25,HZA-GS-210600,GS-210600,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,6.306,single-epoch-virial-halpha,7.41,0.33,0.34,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.33,0.34,asymmetric,False,0.72355480653094,0.7563167859022751,0.8053579572577703,0.8552116666631381,0.8876845512866763,0.0,4.8442400210725856,5.064242088008635,5.393561600144519,5.728337438603365,5.946398186874423,0.8821,0.0371,44.105,possible_high_pressure,0.8053579572577703,21,21,21,21,20
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GS-10013704,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.919,single-epoch-virial-halpha,7.44,0.31,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.31,0.31,symmetric_reported,False,0.6699068638081068,0.6976245320854032,0.7386085352087532,0.7796273280034962,0.8063960134044016,0.0,4.722104449102786,4.926075760582759,5.227672589837563,5.529525432506952,5.726513282032873,0.7705,0.0059,38.525,possible_high_pressure,0.7386085352087532,22,22,22,22,21
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GS-204851,GS204851_juodzbalis25,HZA-GS-204851,GS-204851,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.48,single-epoch-virial-halpha,7.68,0.32,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.32,0.31,asymmetric,False,0.6293561602448674,0.654175935655368,0.6918409583517862,0.7307496802803001,0.7566687110745064,0.0,4.702965305542617,4.90665662795804,5.215766527421291,5.535083237263875,5.747795946016443,0.7604,0.0067,38.019999999999996,possible_high_pressure,0.6918409583517862,23,23,23,23,22
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,lin24_aspire_blagn,ASPIRE,J0910M0414,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.9102,single-epoch-virial-halpha-reines2013,7.94,0.13,0.13,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.13,0.13,symmetric_reported,False,0.6002566210899983,0.6087434094632972,0.6221156377737469,0.6354519971280123,0.644413481210644,0.0,4.86624690951081,4.94726171230961,5.074912879264596,5.20222164149779,5.287767885118424,0.7193,0.0,35.965,possible_high_pressure,0.6221156377737469,24,24,24,24,23
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GOODS-N-16813,GOODSN16813_matthee23,HZA-GOODS-N-16813,GOODS-N-16813,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.355,single-epoch-virial-halpha-reines2013,7.55,0.12,0.12,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.12,0.12,symmetric_reported,False,0.6318559833592087,0.6409707842354798,0.6545803184959939,0.6687517045474889,0.6774863589894308,0.0,4.812527117228915,4.889776363643453,5.005119120983825,5.1252236529410125,5.199251103731296,0.5182,0.0,25.91,possible_high_pressure,0.6545803184959939,25,25,25,25,24
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-J1148-18404,J114818404_matthee23,HZA-J1148-18404,J1148-18404,matthee23_eiger_fresco_blagn,EIGER,J1148,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.011,single-epoch-virial-halpha-reines2013,7.79,0.14,0.14,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.14,0.14,symmetric_reported,False,0.598584683965087,0.6083586368531702,0.6234204208764218,0.6385272136940858,0.6481245807458372,0.0,4.77265836045526,4.863419319222348,5.003283095357372,5.143564823305813,5.232686005414095,0.5106,0.0,25.53,possible_high_pressure,0.6234204208764218,26,26,26,26,25
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GOODS-N-15498,GOODSN15498_matthee23,HZA-GOODS-N-15498,GOODS-N-15498,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.086,single-epoch-virial-halpha-reines2013,7.71,0.11,0.11,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.11,0.11,symmetric_reported,False,0.6075681552367739,0.6157033439903875,0.6278900154475009,0.6393983764651555,0.6473536764602458,0.0,4.7987102877344165,4.872736275372416,4.98362864897984,5.088348750286417,5.160737843757854,0.4375,0.0,21.875,possible_high_pressure,0.6278900154475009,27,27,27,27,26
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-GS-30148179,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.922,single-epoch-virial-halpha,7.12,0.34,0.35,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.34,0.35,asymmetric,False,0.6195447674370613,0.6490286561868241,0.6964000895486866,0.7429081226663987,0.7707684909725581,0.0,4.349790032208962,4.566601430657527,4.914949872780212,5.256949253693778,5.461822005216389,0.3973,0.0007,19.865,possible_high_pressure,0.6964000895486866,28,28,28,28,27
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,lin24_aspire_blagn,ASPIRE,J0923P0402,broad_line_agn,virial_balmer_single_epoch,probable,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,True,4.8688,single-epoch-virial-halpha-reines2013,7.87,0.09,0.09,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.09,0.09,symmetric_reported,False,0.5920891363631436,0.5984096987188854,0.6076697207014818,0.6171579636053325,0.6232975406386954,0.0,4.8204107597299535,4.881442067835557,4.970856778564751,5.062475188993002,5.121758904028399,0.3749,0.0,18.745,possible_high_pressure,0.6076697207014818,29,29,29,29,28
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-J0229M0808-BHAE-2,J0229M0808BHAE2_lin24,HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,lin24_aspire_blagn,ASPIRE,J0229M0808,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.0369,single-epoch-virial-halpha-reines2013,7.72,0.15,0.15,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.15,0.15,symmetric_reported,False,0.593381401323552,0.6040262001268035,0.6199463765696336,0.6361418133421216,0.6466356759559804,0.0,4.70525211394004,4.803407158312483,4.950206140054231,5.099543280606768,5.196306551528055,0.3631,0.0,18.154999999999998,possible_high_pressure,0.6199463765696336,30,30,30,30,29
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,taylor24_ceers_rubies_blagn,RUBIES,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.287,single-epoch-virial-halpha-reines2013,7.57,0.04,0.04,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.04,0.04,symmetric_reported,False,0.6380443746546841,0.6410540080479958,0.6456657892907801,0.6502881263557737,0.6534510608111741,0.0,4.916209423961832,4.942172646314553,4.981957127080417,5.021832669820722,5.049118375360518,0.3301,0.0,16.505,possible_high_pressure,0.6456657892907801,31,31,31,31,30
v2-shared-science,v2-dataset-catalogue,physical_object,HZA-CEERS-746,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,taylor24_ceers_rubies_blagn,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.623,single-epoch-virial-halpha-reines2013,7.29,0.16,0.14,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.16,0.14,asymmetric,False,0.6387564877710498,0.6506747308036249,0.6681591422207335,0.6882878808531718,0.701508361812003,0.0,4.681333177953576,4.775668730540119,4.914061747713471,5.073385204750816,5.178028261055543,0.3,0.0,15.0,lower_pressure,0.6681591422207335,32,32,32,32,31
