catalogue_release,physical_object_id,measurement_id,object_id,n_measurements,available_measurement_ids,available_object_ids,ra_deg,dec_deg,redshift,redshift_kind,cosmic_time_gyr,survey,object_class,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,mbh_method,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,redshift_err,published_ra,published_dec,halpha_broad_to_total_ratio,halpha_broad_to_total_ratio_err,halpha_lum_broad_1e42,halpha_lum_broad_err_plus,halpha_lum_broad_err_minus,halpha_lum_total_1e42,halpha_lum_total_err_plus,halpha_lum_total_err_minus,halpha_narrow_fwhm_km_s,halpha_narrow_fwhm_err_plus,halpha_narrow_fwhm_err_minus,halpha_ew_rest_angstrom,halpha_ew_err_plus,halpha_ew_err_minus,photometry_band,photometry_mag,photometry_mag_err_plus,photometry_mag_err_minus,f200w_mag,f200w_err_plus,f200w_err_minus,muv,muv_err_plus,muv_err_minus,beta_uv,beta_uv_err_plus,beta_uv_err_minus,beta_opt,beta_opt_err_plus,beta_opt_err_minus,delta_m_lw,lbol_1e44_erg_s,lbol_1e44_err_plus,lbol_1e44_err_minus,metallicity_12_logoh,metallicity_err_plus,metallicity_err_minus,ebv_mag,halpha_broad_snr,delta_aic,halpha_lum_broad_erg_s,halpha_broad_to_narrow_ratio,halpha_broad_to_narrow_err_plus,halpha_broad_to_narrow_err_minus,mbh_msun,mbh_err_plus_msun,mbh_err_minus_msun,lbol_erg_s,lbol_err_plus_erg_s,lbol_err_minus_erg_s,log_mstar_upper_limit_msun,host_fit_model,red_agn_flag,compact_source_flag,dual_agn_candidate_flag,log_mstar_systematic_dex,mstar_systematic_kind,mstar_systematic_applied_flag,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,primary_growth_ranking_flag,preferred_measurement_lrd_flag,preferred_measurement_phenotype_tags,preferred_measurement_evidence_status,preferred_measurement_evidence_status_basis,lrd_reported_by_any_measurement,lrd_designation_reported_by_any_measurement,lrd_evidence_measurement_ids,lrd_evidence_source_keys,phenotype_evidence_measurement_ids,phenotype_evidence_source_keys,all_measurements_phenotype_tags,all_measurements_evidence_status,evidence_status_measurement_ids,evidence_status_source_keys,all_measurements_evidence_status_basis
v5-blagn,HZA-J0100-15157,J010015157_matthee23,J0100-15157,1,J010015157_matthee23,J0100-15157,15.03025,28.05017778,4.941,spec,1.1897284386031075,EIGER,broad-line-agn,7.35,0.08,0.08,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.81291335664285,0.0383449920762196,0.0420613450007113,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.2304320118239067,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0100,broad-halpha,Halpha,,,,,,,,,,1786.0,136.0,136.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,flat_optical_continuum_exception_to_sample_trend;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:00:07.26,+28:03:00.64,0.28,0.01,3.1,0.3,0.3,,,,,,,777.0,61.0,59.0,F356W,24.69,0.04,0.05,25.58,0.04,0.04,-20.2,0.1,0.1,-1.87,0.14,0.14,-2.34,0.19,0.24,-1.1,6.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J010015157_matthee23,matthee23_eiger_fresco_blagn,J010015157_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J010015157_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J0100-2017,J01002017_matthee23,J0100-2017,1,J01002017_matthee23,J0100-2017,15.05804167,28.07241389,4.938,spec,1.19062706834528,EIGER,broad-line-agn,7.44,0.11,0.11,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.82607480270082,0.0489864606908735,0.0552227910586821,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.1930653148380691,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0100,broad-halpha,Halpha,,,,,,,,,,1953.0,196.0,196.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:00:13.93,+28:04:20.69,0.52,0.02,3.2,0.4,0.4,,,,,,,584.0,76.0,78.0,F356W,25.02,0.05,0.05,26.36,0.05,0.05,-19.3,0.1,0.1,-1.57,0.19,0.18,-1.01,0.17,0.17,-0.7,6.7,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J01002017_matthee23,matthee23_eiger_fresco_blagn,J01002017_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J01002017_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J1120-14389,J112014389_matthee23,J1120-14389,1,J112014389_matthee23,J1120-14389,170.00370833,6.71956111,4.897,spec,1.2030223075463982,EIGER,broad-line-agn,7.65,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.92427928606188,0.0395085412836736,0.0434656937810902,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.1492480759045564,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J1120,broad-halpha,Halpha,,,,,,,,,,2342.0,149.0,149.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,11:20:00.89,+06:43:10.42,0.74,0.01,4.2,0.4,0.4,,,,,,,362.0,53.0,47.0,F356W,24.59,0.04,0.04,26.62,0.05,0.05,-19.1,0.1,0.1,-1.58,0.19,0.19,0.62,0.13,0.13,-0.4,8.4,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J112014389_matthee23,matthee23_eiger_fresco_blagn,J112014389_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J112014389_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J0100-12446,J010012446_matthee23,J0100-12446,1,J010012446_matthee23,J0100-12446,15.04825,28.00971667,4.699,spec,1.2660190606618411,EIGER,broad-line-agn,7.46,0.06,0.06,single-epoch-virial-halpha-reines2013,individual_robust,,,,,45.11058971029925,0.019744058195757,0.020684598859851,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.3549924897490214,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0100,broad-halpha,Halpha,,,,,,,,,,1681.0,89.0,89.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:00:11.58,+28:00:34.98,0.67,0.01,6.8,0.3,0.3,,,,,,,624.0,47.0,45.0,F356W,24.47,0.04,0.04,26.33,0.04,0.04,-19.0,0.1,0.1,-0.92,0.21,0.2,-0.2,0.14,0.14,-0.7,12.9,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J010012446_matthee23,matthee23_eiger_fresco_blagn,J010012446_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J010012446_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J0148-12884,J014812884_matthee23,J0148-12884,1,J014812884_matthee23,J0148-12884,27.17325,6.01591667,4.602,spec,1.2989098889581974,EIGER,broad-line-agn,6.91,0.15,0.15,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.69897000433602,0.0492180226701815,0.0555173278498313,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.4882018931795197,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0148,broad-halpha,Halpha,,,,,,,,,,1166.0,160.0,160.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,complex_morphology_five_exponential_components;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:48:41.58,+06:00:57.30,0.65,0.02,2.3,0.3,0.3,,,,,,,304.0,58.0,61.0,F356W,24.8,0.05,0.05,25.97,0.05,0.05,-19.5,0.1,0.1,-1.65,0.17,0.16,-0.59,0.12,0.14,-0.3,5.0,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J014812884_matthee23,matthee23_eiger_fresco_blagn,J014812884_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J014812884_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J0100-16221,J010016221_matthee23,J0100-16221,1,J010016221_matthee23,J0100-16221,15.03404167,28.05157778,4.349,spec,1.3917233673463694,EIGER,broad-line-agn,7.53,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.85125834871908,0.0352323764534065,0.0383449920762196,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.1662982976931063,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0100,broad-halpha,Halpha,,,,,,,,,,2145.0,127.0,127.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:00:08.17,+28:03:05.68,0.65,0.01,3.4,0.3,0.3,,,,,,,543.0,67.0,67.0,F356W,24.92,0.04,0.04,26.41,0.05,0.05,-18.9,0.1,0.1,-1.42,0.19,0.19,-0.5,0.14,0.14,-0.6,7.1,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J010016221_matthee23,matthee23_eiger_fresco_blagn,J010016221_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J010016221_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J1148-7111,J11487111_matthee23,J1148-7111,1,J11487111_matthee23,J1148-7111,177.10170833,52.90796111,4.339,spec,1.3956168512884068,EIGER,broad-line-agn,7.92,0.1,0.1,single-epoch-virial-halpha-reines2013,individual_robust,,,,,45.03342375548695,0.0310342337399688,0.0334237554869497,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.1030512372529207,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J1148,broad-halpha,Halpha,,,,,,,,,,2967.0,259.0,259.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,11:48:24.41,+52:54:28.66,0.6,0.01,5.5,0.4,0.4,,,,,,,645.0,73.0,70.0,F356W,24.47,0.04,0.04,26.58,0.06,0.06,-18.6,0.1,0.1,-1.0,0.31,0.28,0.25,0.18,0.17,-0.7,10.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J11487111_matthee23,matthee23_eiger_fresco_blagn,J11487111_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J11487111_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J1148-21787,J114821787_matthee23,J1148-21787,1,J114821787_matthee23,J1148-21787,177.02141667,52.83362222,4.277,spec,1.42016546762048,EIGER,broad-line-agn,7.59,0.18,0.18,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.82607480270082,0.0930032896752474,0.1185046266028901,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.1366797757504078,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J1148,broad-halpha,Halpha,,,,,,,,,,2321.0,360.0,360.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,11:48:05.14,+52:50:01.04,0.48,0.03,3.2,0.8,0.8,,,,,,,520.0,110.0,111.0,F356W,24.58,0.05,0.05,26.1,0.06,0.05,-19.2,0.1,0.1,-1.85,0.23,0.23,-0.42,0.17,0.16,-0.5,6.7,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J114821787_matthee23,matthee23_eiger_fresco_blagn,J114821787_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J114821787_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-J0148-976,J0148976_matthee23,J0148-976,1,J0148976_matthee23,J0148-976,27.14616667,5.955825,4.163,spec,1.4672180919233662,EIGER,broad-line-agn,7.11,0.18,0.18,single-epoch-virial-halpha-reines2013,individual_robust,,,,,44.7160033436348,0.054848668007345,0.0627908298594555,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,,,,,0.3203559528943783,,not_evaluable,,,,True,False,True,True,mstar;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,broad-halpha-to-l5100-greene-ho2005;bolometric-correction-richards2006,robust,v4,matthee23_eiger_fresco_blagn,Tables 1-3,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,EIGER,J0148,broad-halpha,Halpha,,,,,,,,,,1445.0,236.0,236.0,,True,paper_sample_label_little_red_dot,0.0,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,False,source-table statistical line-fit propagation,False,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,https://arxiv.org/e-print/2306.05448v3,b3e6f5385e694d92a7456f81eb123a305468baf743cebc7aeea820befb9b1190,2026-08-22,broad Halpha S/N >5; broad Halpha luminosity >2e42 erg/s; broad FWHM >1000 km/s; visual rejection of spatial-broadening impostors,,01:48:35.08,+05:57:20.97,0.51,0.02,2.4,0.3,0.3,,,,,,,622.0,94.0,94.0,F356W,25.12,0.05,0.05,26.06,0.05,0.05,-19.1,0.1,0.1,-1.44,0.18,0.18,-1.52,0.19,0.17,-0.6,5.2,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True,True,1.0,lrd,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,True,J0148976_matthee23,matthee23_eiger_fresco_blagn,J0148976_matthee23,matthee23_eiger_fresco_blagn,lrd,secure_accreting_mbh,J0148976_matthee23,matthee23_eiger_fresco_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
v5-blagn,HZA-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,1,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,34.376139,-5.310366,6.778,spec,0.7949670440338809,RUBIES,broad-line-agn,7.43,0.13,0.11,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,v3,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,7.72,0.48,0.44,2.18,0.46,0.37,5.53,0.37,0.39,2044.0,329.0,218.0,1.0,False,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,True,0.0,,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,False,True,,,,,,secure_accreting_mbh,RUBIESUDS807469_taylor24,taylor24_ceers_rubies_blagn,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation
