catalogue_release,measurement_id,physical_object_id,host_system_id,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,identity_resolution_status
v3-dataset-catalogue,CEERS1244_taylor24,HZA-CEERS-1244,HZS-CEERS-1244,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v3-dataset-catalogue,CEERS1400_mazzolari24,HZA-CEERS-1400,HZS-CEERS-1400,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1477_mazzolari24,HZA-CEERS-1477,HZS-CEERS-1477,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1536_mazzolari24,HZA-CEERS-1536,HZS-CEERS-1536,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1539_mazzolari24,HZA-CEERS-1539,HZS-CEERS-1539,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1561_mazzolari24,HZA-CEERS-1561,HZS-CEERS-1561,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1605_mazzolari24,HZA-CEERS-1605,HZS-CEERS-1605,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1658_mazzolari24,HZA-CEERS-1658,HZS-CEERS-1658,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1732_mazzolari24,HZA-CEERS-1732,HZS-CEERS-1732,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1746_mazzolari24,HZA-CEERS-1746,HZS-CEERS-1746,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1767_mazzolari24,HZA-CEERS-1767,HZS-CEERS-1767,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS1836_mazzolari24,HZA-CEERS-1836,HZS-CEERS-1836,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS2168_mazzolari24,HZA-CEERS-2168,HZS-CEERS-2168,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS23_mazzolari24,HZA-CEERS-23,HZS-CEERS-23,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS2782_taylor24,HZA-CEERS-2782,HZS-CEERS-2782,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,explicit literature duplicate,"Taylor et al. (2025), Section 3.3 / Table 1 notes",resolved
v3-dataset-catalogue,CEERS355_mazzolari24,HZA-CEERS-355,HZS-CEERS-355,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS397_taylor24,HZA-CEERS-397,HZS-CEERS-397,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v3-dataset-catalogue,CEERS4210_mazzolari24,HZA-CEERS-4210,HZS-CEERS-4210,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS428_mazzolari24,HZA-CEERS-428,HZS-CEERS-428,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS44804_mazzolari24,HZA-CEERS-44804,HZS-CEERS-44804,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS496_mazzolari24,HZA-CEERS-496,HZS-CEERS-496,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS613_mazzolari24,HZA-CEERS-613,HZS-CEERS-613,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS669_mazzolari24,HZA-CEERS-669,HZS-CEERS-669,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS672_taylor24,HZA-CEERS-672,HZS-CEERS-672,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v3-dataset-catalogue,CEERS689_mazzolari24,HZA-CEERS-689,HZS-CEERS-689,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,CEERS746_taylor24,HZA-CEERS-746,HZS-CEERS-746,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v3-dataset-catalogue,DC417567_ren25,HZA-DC-417567,HZS-DC-417567,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC519281_ren25,HZA-DC-519281,HZS-DC-519281,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC536534_ren25,HZA-DC-536534,HZS-DC-536534,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC683613_ren25,HZA-DC-683613,HZS-DC-683613,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC848185a_ren25,HZA-DC-848185-A,HZS-DC-848185,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC848185b_ren25,HZA-DC-848185-B,HZS-DC-848185,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DC873321_ren25,HZA-DC-873321,HZS-DC-873321,True,only catalogue measurement for this physical object,singleton assignment after coordinate-redshift search,no previously admitted candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,DJA12329_zhang25,HZA-DJA-12329,HZS-DJA-12329,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,DJA16321_zhang25,HZA-DJA-16321,HZS-DJA-16321,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,DJA20547_zhang25,HZA-DJA-20547,HZS-DJA-20547,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,DJA22015_zhang25,HZA-DJA-22015,HZS-DJA-22015,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,DJA8219_zhang25,HZA-DJA-8219,HZS-DJA-8219,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GHZ2_chavezortiz26,HZA-GHZ2,HZS-GHZ2,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GHZ9_napolitano25,HZA-GHZ9,HZS-GHZ9,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GLASS150029_harikane23,HZA-GLASS-150029,HZS-GLASS-150029,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GLASS160133_harikane23,HZA-GLASS-160133,HZS-GLASS-160133,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GN102397_meow26,HZA-GN-102397,HZS-GN-102397,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN104946_meow26,HZA-GN-104946,HZS-GN-104946,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN1093_juodzbalis25,HZA-GN-1093,HZS-GN-1093,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN11419_meow26,HZA-GN-11419,HZS-GN-11419,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN11836_juodzbalis25,HZA-GN-11836,HZS-GN-11836,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN13928_meow26,HZA-GN-13928,HZS-GN-13928,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN20621_juodzbalis25,HZA-GN-20621,HZS-GN-20621,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN38509_juodzbalis25,HZA-GN-38509,HZS-GN-38509,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN42437_chisholm24,HZA-GN-42437,HZS-GN-42437,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN4685_juodzbalis25,HZA-GN-4685,HZS-GN-4685,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN53757_juodzbalis25,HZA-GN-53757,HZS-GN-53757,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN61888_juodzbalis25,HZA-GN-61888,HZS-GN-61888,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN62309_juodzbalis25,HZA-GN-62309,HZS-GN-62309,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN6404_meow26,HZA-GN-6404,HZS-GN-6404,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN73488_juodzbalis25,HZA-GN-73488,HZS-GN-73488,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN77652_juodzbalis25,HZA-GN-77652,HZS-GN-77652,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN8224_meow26,HZA-GN-8224,HZS-GN-8224,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN903_meow26,HZA-GN-903,HZS-GN-903,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GN954_juodzbalis25,HZA-GN-954,HZS-GN-954,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GN96071_meow26,HZA-GN-96071,HZS-GN-96071,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GNZ11_maiolino24,HZA-GN-Z11,HZS-GN-Z11,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v3-dataset-catalogue,GOODSN12839_matthee23,HZA-GOODS-N-12839,HZS-GOODS-N-12839,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN13733_matthee23,HZA-GOODS-N-13733,HZS-GOODS-N-13733,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN14409_matthee23,HZA-GOODS-N-14409,HZS-GOODS-N-14409,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN15498_matthee23,HZA-GOODS-N-15498,HZS-GOODS-N-15498,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN16813_matthee23,HZA-GOODS-N-16813,HZS-GOODS-N-16813,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN4014_matthee23,HZA-GOODS-N-4014,HZS-GOODS-N-4014,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSN9771_matthee23,HZA-GOODS-N-9771,HZS-GOODS-N-9771,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,GOODSS13971_matthee23,HZA-GS-204851,HZS-GS-204851,False,prior-release preferred measurement retained for longitudinal reproducibility,coordinate-redshift match; manually reviewed,0.5 arcsec and delta-z 0.01 candidate thresholds,resolved
v3-dataset-catalogue,GS10013704_juodzbalis25,HZA-GS-10013704,HZS-GS-10013704,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS159717_juodzbalis25,HZA-GS-159717,HZS-GS-159717,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS164055_juodzbalis25,HZA-GS-164055,HZS-GS-164055,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS172975_juodzbalis25,HZA-GS-172975,HZS-GS-172975,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS18381_meow26,HZA-GS-18381,HZS-GS-18381,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GS185980_meow26,HZA-GS-185980,HZS-GS-185980,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GS20025526_tang25,HZA-GS-20025526,HZS-GS-20025526,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GS20030333_juodzbalis25,HZA-GS-20030333,HZS-GS-20030333,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS20057765_juodzbalis25,HZA-GS-20057765,HZS-GS-20057765,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS200679_juodzbalis25,HZA-GS-200679,HZS-GS-200679,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS20329_meow26,HZA-GS-20329,HZS-GS-20329,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GS204851_juodzbalis25,HZA-GS-204851,HZS-GS-204851,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS210600_juodzbalis25,HZA-GS-210600,HZS-GS-210600,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS30148179_juodzbalis25,HZA-GS-30148179,HZS-GS-30148179,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS38562_juodzbalis25,HZA-GS-38562,HZS-GS-38562,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS39981_meow26,HZA-GS-39981,HZS-GS-39981,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,GS8083_juodzbalis25,HZA-GS-8083,HZS-GS-8083,True,only catalogue measurement in this release,singleton assignment,v1 catalogue,resolved
v3-dataset-catalogue,GS81034_tang25,HZA-GS-81034,HZS-GS-81034,True,only admitted measurement for this newly added physical object,source-ID and coordinate/redshift audit,no previously admitted physical object after explicit alias exclusions,resolved
v3-dataset-catalogue,J010012446_matthee23,HZA-J0100-12446,HZS-J0100-12446,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J010015157_matthee23,HZA-J0100-15157,HZS-J0100-15157,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J010016221_matthee23,HZA-J0100-16221,HZS-J0100-16221,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J01002017_matthee23,HZA-J0100-2017,HZS-J0100-2017,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0109M3047BHAE1_lin24,HZA-J0109M3047-BHAE-1,HZS-J0109M3047-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J014812884_matthee23,HZA-J0148-12884,HZS-J0148-12884,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J01484214_matthee23,HZA-J0148-4214,HZS-J0148-4214,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0148976_matthee23,HZA-J0148-976,HZS-J0148-976,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0218P0007BHAE1_lin24,HZA-J0218P0007-BHAE-1,HZS-J0218P0007-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0224M4711BHAE1_lin24,HZA-J0224M4711-BHAE-1,HZS-J0224M4711-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0229M0808BHAE1_lin24,HZA-J0229M0808-BHAE-1,HZS-J0229M0808-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0229M0808BHAE2_lin24,HZA-J0229M0808-BHAE-2,HZS-J0229M0808-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0430M1445BHAE1_lin24,HZA-J0430M1445-BHAE-1,HZS-J0430M1445-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J06471045_killi24,HZA-J0647-1045,HZS-J0647-1045,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,resolved
v3-dataset-catalogue,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,HZS-J0910M0414-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,HZS-J0923P0402-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J112014389_matthee23,HZA-J1120-14389,HZS-J1120-14389,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J11207546_matthee23,HZA-J1120-7546,HZS-J1120-7546,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J114818404_matthee23,HZA-J1148-18404,HZS-J1148-18404,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J114821787_matthee23,HZA-J1148-21787,HZS-J1148-21787,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J11487111_matthee23,HZA-J1148-7111,HZS-J1148-7111,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J1526M2050BHAE1_lin24,HZA-J1526M2050-BHAE-1,HZS-J1526M2050-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,HZS-J1526M2050-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,HZS-J1526M2050-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J2002M3013BHAE1_lin24,HZA-J2002M3013-BHAE-1,HZS-J2002M3013-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,HZS-J2132P1217-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J2232P2930BHAE1_lin24,HZA-J2232P2930-BHAE-1,HZS-J2232P2930-BHAE-1,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,HZS-J2232P2930-BHAE-2,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,HZS-J2232P2930-BHAE-3,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,resolved
v3-dataset-catalogue,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,HZS-RUBIES-EGS-13872,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
v3-dataset-catalogue,RUBIESEGS17146_taylor24,HZA-RUBIES-EGS-17146,HZS-RUBIES-EGS-17146,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1",resolved
