science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,survey,field,object_class,mass_comparability_group,evidence_status,evidence_status_basis,primary_growth_ranking_flag,redshift,mbh_method,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,log_mbh_systematic_dex,mbh_systematic_kind,n_samples,random_seed,reported_mass_errors_sampled,reported_mass_error_scope,reported_mass_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,additional_systematic_scatter_added,required_fedd_seed1e2_p5,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,required_fedd_seed1e2_p95,prob_required_fedd_seed1e2_gt_1,required_log_mseed_fedd0p3_p5,required_log_mseed_fedd0p3_p16,required_log_mseed_fedd0p3_p50,required_log_mseed_fedd0p3_p84,required_log_mseed_fedd0p3_p95,prob_required_log_mseed_fedd0p3_gt_1e5,prob_required_log_mseed_fedd0p3_gt_1e6,uncertainty_pressure_score_0_100,uncertainty_pressure_tier,required_fedd_seed1e2,rank_uncertainty_global_navigation,rank_uncertainty_within_object_class,rank_uncertainty_within_mass_group,rank_uncertainty_within_class_mass_group,rank_uncertainty_primary_within_class_mass_group
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.874,single-epoch-virial-halpha,7.04,0.33,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.33,0.32,asymmetric,False,0.6070961988596347,0.6354049079171885,0.678258411690768,0.7212184143465198,0.7506109980387349,0.0,4.284683346771274,4.495289783427132,4.814104170534044,5.133710870354212,5.352380937680179,0.2754,0.0001,13.77,lower_pressure,0.678258411690768,11,11,11,11,11
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-1093,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.594,single-epoch-virial-halpha,7.14,0.34,0.33,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.34,0.33,asymmetric,False,0.5762594084138637,0.6032726362552971,0.6447881728953027,0.6865766418518238,0.7146800267051207,0.0,4.202640172971105,4.41801897649053,4.74902594320617,5.082209022903122,5.306279742628999,0.2266,0.0002,11.33,lower_pressure,0.6447881728953027,12,12,12,12,12
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GS-159717,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.077,single-epoch-virial-halpha,7.44,0.3,0.3,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.3,0.3,symmetric_reported,False,0.5410859202381386,0.5635535357060774,0.5958217567422337,0.6291643788587741,0.6493589410492415,0.0,4.1990799179181755,4.404019642022546,4.698356187256971,5.0024929474410245,5.186698877510852,0.1616,0.0,8.08,lower_pressure,0.5958217567422337,13,13,13,13,13
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GS-38562,GS38562_juodzbalis25,HZA-GS-38562,GS-38562,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.822,single-epoch-virial-halpha,7.51,0.3,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.3,0.31,asymmetric,False,0.5100799859970003,0.5303550022531546,0.56238798108879,0.5940285091498984,0.6147989540872582,0.0,4.0551470235496545,4.25349118809968,4.566859835746225,4.876389259787859,5.079580048706831,0.0823,0.0001,4.115,lower_pressure,0.56238798108879,14,14,14,14,14
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.741,single-epoch-virial-halpha,7.25,0.32,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.32,0.32,symmetric_reported,False,0.47187276023656033,0.4928329455510573,0.5238529676991703,0.5559351301517117,0.5767024979270486,0.0,3.7201107181846624,3.929881244735697,4.240331094391075,4.561410894478087,4.7692516939722776,0.0107,0.0,0.5349999999999999,lower_pressure,0.5238529676991703,15,15,15,15,15
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-73488,GN73488_juodzbalis25,HZA-GN-73488,GN-73488,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.133,single-epoch-virial-halpha,7.83,0.3,0.3,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.3,0.3,symmetric_reported,False,0.4448880794878247,0.4610408460100049,0.4858473725561495,0.5105042708632598,0.5271894659978587,0.0,3.7367631235706904,3.930385189226734,4.227739261980812,4.523299751655327,4.723304001292631,0.0035,0.0,0.17500000000000002,lower_pressure,0.4858473725561495,16,16,16,16,16
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-20621,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.682,single-epoch-virial-halpha,7.05,0.35,0.34,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.35,0.34,asymmetric,False,0.44178538261185746,0.4626642387148305,0.4961363365922846,0.5313234984523291,0.5527545115657108,0.0,3.442982893369877,3.655471879432689,3.996125222905976,4.354233172364195,4.572341589046698,0.0031,0.0,0.155,lower_pressure,0.4961363365922846,17,17,17,17,17
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GS-8083,GS8083_juodzbalis25,HZA-GS-8083,GS-8083,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.753,single-epoch-virial-halpha,7.1,0.31,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.31,0.31,symmetric_reported,False,0.4600710618822192,0.48080315699141296,0.5121781803716463,0.5428100845420517,0.5627992248161273,0.0,3.5965749000468175,3.8033602008220297,4.116299805446635,4.421827417771055,4.6212023657462655,0.0016,0.0,0.08,lower_pressure,0.5121781803716463,18,18,18,18,18
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-77652,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.229,single-epoch-virial-halpha,6.62,0.34,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.34,0.32,asymmetric,False,0.46782435988244053,0.49085431657176415,0.5274451864362972,0.5661864598581388,0.5909393658863569,0.0,3.470013711973694,3.6717386114053414,3.992246793123345,4.331590873978604,4.548407498800924,0.0014,0.0,0.06999999999999999,lower_pressure,0.5274451864362972,19,19,19,19,19
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-53757,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.447,single-epoch-virial-halpha,7.33,0.31,0.31,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.31,0.31,symmetric_reported,False,0.44152708491872383,0.46151702417266555,0.4896691091955554,0.5177790584168876,0.5356849236187556,0.0,3.542163132209437,3.7599853769779132,4.066747207351645,4.373049901018464,4.568162837743549,0.0014,0.0,0.06999999999999999,lower_pressure,0.4896691091955554,20,20,20,20,20
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GS-200679,GS200679_juodzbalis25,HZA-GS-200679,GS-200679,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,probable,published_blagn_with_tentative_broad_line_detection,True,4.547,single-epoch-virial-halpha,6.19,0.6,0.3,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.6,0.3,asymmetric,False,0.35019132808483733,0.368124267914366,0.39763464933684267,0.45388812394048034,0.4904889976993816,0.0,2.531086294985652,2.7208389661277046,3.0330952807401728,3.628326579597569,4.015609068018606,0.0006,0.0,0.03,lower_pressure,0.39763464933684267,21,21,21,21,21
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-62309,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.172,single-epoch-virial-halpha,6.29,0.36,0.33,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.36,0.33,asymmetric,False,0.42190326707013837,0.44531003607800423,0.4823269378741997,0.523617481443557,0.5487915717028594,0.0,3.084026205960809,3.292171168858307,3.6213443942769996,3.98852102836833,4.212381915842373,0.0,0.0,0.0,lower_pressure,0.4823269378741997,22,22,22,22,22
v1-shared-science,v1-dataset-catalogue,physical_object,HZA-GN-11836,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,JADES,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,4.409,single-epoch-virial-halpha,6.06,0.32,0.32,0.3,source_stated_single_epoch_virial_calibration_uncertainty,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.32,0.32,symmetric_reported,False,0.3206736477230757,0.3393665448649372,0.3686237273428136,0.39749221271102747,0.41520488219476714,0.0,2.227828371259816,2.433828413777905,2.75624931989336,3.0743866941138145,3.2695844015140203,0.0,0.0,0.0,lower_pressure,0.3686237273428136,23,23,23,23,23
