science_release,input_catalogue_release,physical_object_id,object_id,object_class,source_key,redshift,quality_flag,evidence_status,mass_comparability_group,growth_ranking_eligible_flag,primary_growth_ranking_flag,growth_ranking_eligibility_reason,source_caveat_tags,rank_global_navigation,rank_within_object_class,growth_pressure_tier,growth_pressure_score_0_100,required_fedd_seed1e2,required_log_mseed_fedd0p3,systematic_envelope_available_flag,required_fedd_seed1e2_systematic_low,required_fedd_seed1e2_systematic_high,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,uncertainty_pressure_tier,prob_required_fedd_seed1e2_gt_1,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,followup_priority_category,most_needed_followup,followup_value_score_0_100,rank_followup_global_navigation,rank_followup_within_object_class,global_rank_policy
v1-shared-science,v1-dataset-catalogue,HZA-GS-30148179,GS-30148179,broad_line_agn,juodzbalis25_jades_blagn,5.922,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,10,10,low,33.02182276046942,0.696261873125633,4.913933490707102,True,0.655465278997178,0.7370584672540882,consistent,0.0117632302757858,possible_high_pressure,0.0,0.6490286561868241,0.6964000895486866,0.7429081226663987,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,61.981309365628164,11,11,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-61888,GN-61888,broad_line_agn,juodzbalis25_jades_blagn,5.874,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,11,11,low,31.45438949048337,0.6774526738858004,4.808109776100934,True,0.6371281099640266,0.7177772378075741,consistent,0.015643050220866,lower_pressure,0.0,0.6354049079171885,0.678258411690768,0.7212184143465198,F_context,retain for catalogue context; no priority claim,31.887263369429,12,12,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-1093,GN-1093,broad_line_agn,juodzbalis25_jades_blagn,5.594,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,12,12,low,28.72239856634876,0.6446687827961851,4.748074035612936,True,0.6070422001427113,0.682295365449659,consistent,-0.0004482088348115,lower_pressure,0.0,0.6032726362552971,0.6447881728953027,0.6865766418518238,F_context,retain for catalogue context; no priority claim,31.723343913980926,13,13,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-159717,GS-159717,broad_line_agn,juodzbalis25_jades_blagn,5.077,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,13,13,low,25.126132577281673,0.5963891513943026,4.703531712163887,True,0.5635000437806462,0.6292782590079591,consistent,-0.0098458582656313,lower_pressure,0.0,0.5635535357060774,0.5958217567422337,0.6291643788587741,F_context,retain for catalogue context; no priority claim,31.5075679546369,14,14,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-38562,GS-38562,broad_line_agn,juodzbalis25_jades_blagn,4.822,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,14,14,low,21.93665504135748,0.5632398604962897,4.57519350646901,True,0.5325734434093774,0.5939062775832019,consistent,-0.0104482088348166,lower_pressure,0.0,0.5303550022531546,0.56238798108879,0.5940285091498984,F_context,retain for catalogue context; no priority claim,31.316199302481447,15,15,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-77652,GN-77652,broad_line_agn,juodzbalis25_jades_blagn,5.229,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,15,15,low,18.95358902332188,0.5274430682798625,3.992228239684468,True,0.4931935183915599,0.5616926181681653,consistent,-0.0094182131708325,lower_pressure,0.0,0.49085431657176415,0.5274451864362972,0.5661864598581388,F_context,retain for catalogue context; no priority claim,31.137215341399312,16,16,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-172975,GS-172975,broad_line_agn,juodzbalis25_jades_blagn,4.741,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,16,16,low,18.714821266187034,0.5245778551942444,4.247585802746482,True,0.4946019777545733,0.5545537326339155,consistent,-0.020659450546418,lower_pressure,0.0,0.4928329455510573,0.5238529676991703,0.5559351301517117,F_context,retain for catalogue context; no priority claim,31.12288927597122,17,17,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-8083,GS-8083,broad_line_agn,juodzbalis25_jades_blagn,4.753,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,17,17,low,17.61009069975248,0.5113210883970297,4.107751030186363,True,0.4812433773148516,0.541398799479208,consistent,0.0154685851318205,lower_pressure,0.0,0.48080315699141296,0.5121781803716463,0.5428100845420517,F_context,retain for catalogue context; no priority claim,31.05660544198515,18,18,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-20621,GN-20621,broad_line_agn,juodzbalis25_jades_blagn,4.682,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,18,18,low,16.350466077351758,0.4962055929282211,3.9968300607825813,True,0.4667280329522872,0.5256831529041549,consistent,0.0217632302757838,lower_pressure,0.0,0.4626642387148305,0.4961363365922846,0.5313234984523291,F_context,retain for catalogue context; no priority claim,30.981027964641104,19,19,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-53757,GN-53757,broad_line_agn,juodzbalis25_jades_blagn,4.447,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,19,19,low,15.761974034056184,0.48914368840867417,4.06102191055146,True,0.461612148723383,0.5166752280939654,consistent,-0.0145314148681805,lower_pressure,0.0,0.46151702417266555,0.4896691091955554,0.5177790584168876,F_context,retain for catalogue context; no priority claim,30.945718442043372,20,20,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-73488,GN-73488,broad_line_agn,juodzbalis25_jades_blagn,4.133,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,20,20,low,15.53025865330091,0.4863631038396109,4.233921296265163,True,0.4613358429216207,0.5113903647576012,consistent,0.011400540781544,lower_pressure,0.0,0.4610408460100049,0.4858473725561495,0.5105042708632598,F_context,retain for catalogue context; no priority claim,30.931815519198054,21,21,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-62309,GN-62309,broad_line_agn,juodzbalis25_jades_blagn,5.172,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,21,21,low,15.202365715824826,0.4824283885898979,3.6222465459344035,True,0.44869213763955546,0.5161646395402403,consistent,0.0064618041732414,lower_pressure,0.0,0.44531003607800423,0.4823269378741997,0.523617481443557,F_context,retain for catalogue context; no priority claim,30.91214194294949,22,22,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-200679,GS-200679,broad_line_agn,juodzbalis25_jades_blagn,4.547,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,22,22,low,7.998664978596665,0.39598397974315996,3.015629155969124,True,0.3676319048212153,0.42433605466510455,consistent,0.0220983811351514,lower_pressure,0.0,0.368124267914366,0.39763464933684267,0.45388812394048034,F_context,retain for catalogue context; no priority claim,30.4799198987158,23,23,navigation_only_no_cross_class_demographic_inference
